# {"t_start": 1782311387.5549908, "env_id": "PctContinuous-v0"} 
r,l,t
11.521967,82,15739.16595
12.473708,88,15755.935319
10.541329,75,15769.310058
12.222789,86,15784.500316
12.643332,89,15800.898992
12.343109,92,15817.79483
12.649374,98,15836.257852
11.508547,79,15850.73647
11.735678,84,15865.97346
10.797191,80,15880.660685
11.370784,82,15894.925759
12.038855,87,15911.384689
10.790143,82,15926.841111
11.269942,84,15942.777342
11.581422,84,15958.649386
11.735436,87,15974.776251
11.781449,87,15990.274254
11.157336,79,16005.030898
12.189904,91,16022.739232
11.442719,79,16037.69883
11.742945,89,16054.62398
12.733095,98,16072.223933
11.647841,87,16088.462439
11.847089,89,16105.127171
11.836867,89,16122.148279
11.891033,83,16136.853919
11.571288,88,16152.814501
12.401824,93,16170.531506
11.746134,84,16185.769088
12.188226,89,16202.036683
11.118984,83,16216.721881
11.470471,85,16232.171063
11.526527,88,16248.03365
12.026235,93,16265.071974
12.157575,82,16280.339976
12.329824,93,16296.710136
11.109885,83,16311.800095
11.769414,88,16328.399041
11.514559,83,16343.375214
12.052696,88,16359.143913
12.456289,92,16376.792096
11.535007,84,16391.994589
11.935392,85,16407.850792
11.916822,87,16424.640219
11.65148,84,16440.461113
12.300049,86,16456.494316
11.520214,86,16472.287631
11.435322,86,16487.693611
12.512111,97,16505.42205
11.148207,78,16519.609933
12.751371,96,16536.333947
11.88973,89,16552.632132
12.953481,92,16569.199681
11.946489,87,16584.781781
11.72125,88,16601.376
11.310849,84,16616.004812
11.701167,87,16632.034098
11.131785,81,16648.077014
10.883398,79,16662.807876
12.529501,91,16679.188378
11.406611,80,16693.781188
10.739307,78,16708.029398
11.463723,76,16721.88181
11.308995,82,16737.450764
11.62675,82,16753.526946
11.804671,84,16769.980876
11.896769,85,16785.268446
11.691096,84,16800.896117
11.105629,77,16815.556091
12.18947,88,16831.355143
11.840797,86,16846.839013
12.529789,92,16863.347056
12.381684,96,16880.718431
11.860826,88,16896.829362
11.851755,88,16913.378746
11.452504,82,16928.515158
11.298477,81,16942.920612
11.996229,94,16960.466078
11.564822,83,16975.485679
12.312629,93,16993.09311
11.934855,90,17009.726085
11.85249,85,17025.580686
10.798546,74,17039.436588
11.284529,83,17054.540241
11.388314,84,17069.96513
12.36235,93,17087.114854
12.151012,91,17104.06631
11.991278,87,17120.41617
11.823243,85,17136.092067
11.595956,86,17151.645029
11.362311,77,17165.440162
11.269296,81,17180.561441
11.15305,84,17196.424089
12.416161,91,17212.673228
12.421395,87,17228.293002
11.73574,81,17242.862617
11.172975,83,17258.363864
12.363064,87,17275.171798
11.650575,85,17290.640791
12.053052,87,17306.403944
11.569999,84,17321.934047
11.487234,87,17337.946708
-3.697542,36,17344.356079
11.724427,87,17360.616835
11.034294,82,17375.905473
11.84753,86,17391.839899
11.818143,83,17407.427347
11.577919,85,17422.525741
12.159171,88,17438.649642
11.52817,85,17454.305513
11.822166,83,17469.410957
11.578911,84,17484.999327
10.99501,73,17498.518925
12.783136,95,17516.208722
12.056204,90,17533.24614
11.652574,88,17549.921199
11.797311,84,17565.585563
12.308361,90,17581.641995
12.118324,90,17598.352682
12.303993,86,17613.94211
11.991543,90,17630.437564
11.935736,87,17646.698844
11.342078,80,17661.441397
12.011318,85,17677.433645
12.134725,92,17694.420969
11.829107,90,17711.334148
11.128491,81,17726.385144
10.545947,75,17740.268347
11.476225,86,17756.556951
11.882278,85,17772.131646
12.409823,88,17788.492612
11.280605,79,17803.264495
11.530461,84,17819.149387
11.775859,83,17834.979263
11.230955,84,17850.397906
11.029437,78,17864.458654
12.802606,97,17882.464103
13.472076,97,17900.529074
11.707481,86,17916.763697
11.297183,80,17931.857131
12.426539,95,17949.903455
11.845987,83,17965.226927
11.562718,83,17980.853168
12.065628,88,17997.406003
11.683114,85,18012.62889
11.72628,86,18028.831832
12.178087,89,18045.642991
12.15044,90,18062.052416
12.766334,93,18079.452173
11.993663,87,18095.280267
12.483013,91,18112.474992
11.550688,85,18128.410875
11.150502,80,18143.381505
11.043494,77,18157.873581
11.918725,82,18172.713177
11.886823,88,18189.025598
11.929047,86,18204.815891
12.330276,87,18221.245723
11.562356,84,18236.767867
11.789402,86,18253.484674
12.250479,92,18270.680768
11.494305,84,18285.969864
11.144223,82,18300.940896
12.430136,88,18317.670033
12.022386,91,18334.673682
11.81888,83,18349.590345
11.434634,82,18364.226516
12.458657,93,18380.861037
11.732963,86,18396.69697
12.224379,90,18413.825078
12.594911,93,18430.633932
11.864262,86,18446.659698
11.941659,86,18462.37898
12.052775,88,18478.374285
10.824416,77,18492.712946
10.470002,73,18506.53674
12.292434,91,18523.827635
12.196786,86,18539.706954
11.821046,85,18555.112081
12.650144,95,18572.151245
11.753108,83,18587.332583
11.97891,89,18603.470842
11.102361,80,18617.84611
11.197173,81,18633.057634
11.152828,79,18646.978761
11.964666,85,18662.342305
12.007741,88,18678.752869
12.115448,88,18695.422153
10.687853,75,18708.986372
11.948622,89,18725.688848
11.701617,84,18740.520842
12.479602,88,18757.090421
12.281286,88,18773.616972
10.920308,79,18789.239293
11.040504,80,18804.518539
11.875779,86,18821.022994
11.65316,85,18837.511162
11.904756,86,18853.609608
12.655979,95,18871.237735
12.044074,84,18887.72672
12.797179,97,18906.456554
12.730558,92,18924.315696
10.89362,79,18939.167215
12.082362,87,18956.374239
12.803528,93,18973.795499
12.476028,92,18991.836671
11.957286,88,19009.339156
11.251403,84,19025.544448
11.955625,89,19042.15328
11.492212,88,19058.388189
11.120933,82,19074.140262
11.965441,89,19090.844028
10.708602,79,19105.897095
10.017519,72,19120.173199
12.045741,83,19135.717847
11.813902,87,19152.035764
11.236027,81,19167.736759
11.689624,87,19184.112364
11.471781,84,19199.878007
12.16037,88,19216.294694
11.529612,84,19231.560782
11.770545,86,19247.427215
11.720556,83,19263.172297
10.77281,73,19277.09464
12.162491,91,19293.719655
11.896706,85,19309.441633
11.871497,88,19326.487175
11.375611,78,19341.848794
11.868726,83,19357.99578
12.356109,89,19374.825516
11.386111,85,19391.860422
12.291901,83,19407.535141
12.314491,94,19425.462875
11.020462,75,19439.814156
12.159773,89,19457.3186
13.73205,99,19475.47738
11.798914,89,19492.64531
11.824717,86,19508.518852
12.216597,93,19525.181981
11.743425,83,19541.078213
12.200518,90,19558.411085
12.290701,89,19575.167526
12.062606,91,19592.553714
12.582924,88,19608.992748
10.846323,79,19623.379648
11.794371,86,19639.375362
12.061721,86,19656.478883
11.749744,83,19672.322317
11.379591,82,19687.553353
11.18376,80,19702.671844
11.480803,86,19719.070853
11.313081,82,19734.268721
12.975471,97,19753.07568
12.379589,91,19771.031211
11.541762,84,19787.176383
11.917448,85,19803.097389
12.590943,92,19821.650898
11.048048,81,19836.143131
11.703134,86,19852.27271
12.2705,92,19869.735837
12.196285,93,19887.047316
11.902461,86,19902.810197
11.413026,79,19917.863788
11.9155,80,19933.297408
12.503682,89,19950.003559
11.935361,84,19965.499422
11.967534,86,19982.238621
13.185964,96,20000.028005
12.486851,90,20017.54179
12.352974,94,20034.741525
11.351854,78,20048.776716
11.600817,84,20065.731772
13.4294,98,20083.701281
11.053991,83,20099.276809
11.514268,79,20114.301058
12.241992,88,20131.710295
12.295727,86,20147.683395
12.417006,92,20164.554239
11.515313,83,20180.031258
11.14893,79,20194.74843
12.441712,87,20210.793371
12.544175,95,20229.015358
10.692693,75,20242.542358
10.915177,81,20257.756137
11.494569,86,20273.25067
11.949751,85,20289.379925
11.818087,82,20304.571018
11.854013,90,20322.729811
10.877097,78,20338.185844
12.322699,94,20356.343454
11.621997,85,20372.210011
10.386776,71,20385.22877
11.104331,81,20400.635383
1.408837,80,20416.630643
10.685773,78,20431.515455
10.794646,80,20446.631771
11.634974,86,20462.1486
11.264311,81,20476.908943
11.166092,83,20492.16339
12.226207,87,20508.186255
11.338944,84,20523.790441
11.599309,85,20539.993066
11.300952,83,20556.018474
11.84864,90,20572.673069
12.282207,91,20590.634989
12.33593,93,20608.489304
12.62232,92,20626.313897
13.403483,96,20643.777746
11.638387,86,20660.496099
11.890629,92,20678.026134
11.920613,84,20694.087083
12.1759,89,20711.315108
11.8805,87,20727.40854
10.589302,75,20740.88715
11.81775,85,20756.632292
12.104996,84,20772.146055
12.144109,89,20788.628796
11.590501,82,20803.704397
11.573589,81,20818.404002
10.821886,76,20832.265034
11.177631,81,20847.441777
11.912023,85,20863.977054
11.567698,81,20878.626046
11.561714,84,20894.546958
11.78098,85,20910.857381
12.338465,87,20927.027686
12.352465,90,20943.950393
11.763123,84,20959.367621
11.756303,90,20976.201245
11.666555,86,20992.430512
11.588746,86,21008.542997
12.739882,91,21025.129233
11.471005,86,21041.564328
12.342891,92,21058.773421
11.828254,88,21075.110664
12.654506,91,21091.648932
11.594976,88,21107.903419
12.234381,92,21125.887415
12.212417,92,21143.604596
12.535773,91,21160.504802
12.168606,91,21177.682079
12.077954,86,21193.303032
11.92698,86,21209.867799
12.794148,91,21226.195113
11.968861,86,21241.925188
10.990181,81,21256.60803
12.732934,92,21274.827478
12.924195,93,21292.001176
12.015219,86,21308.097731
10.954846,81,21323.596481
11.768125,86,21339.424136
12.775056,91,21356.535997
11.835563,85,21372.339139
10.317912,77,21386.265688
12.186772,90,21402.675831
11.504583,84,21418.51946
10.550287,74,21432.446032
12.64335,94,21450.047709
11.149343,80,21464.851551
11.916669,86,21480.462839
11.159378,83,21496.146581
11.616807,84,21512.847589
12.584611,91,21530.035729
12.007432,88,21546.771767
12.189277,87,21562.986354
11.932335,85,21578.772361
11.802282,84,21595.045244
12.338809,90,21612.670971
12.266508,89,21629.880462
11.486372,85,21645.862675
11.760067,82,21661.014864
12.10455,87,21677.511313
11.713642,82,21692.741463
11.745326,90,21710.418699
11.402277,80,21725.95619
11.201114,82,21741.331071
11.338223,80,21756.215056
11.481033,82,21772.110667
12.79937,94,21789.947348
11.899152,88,21807.34658
11.818637,92,21825.330495
11.957379,89,21842.650812
11.792529,80,21856.940346
11.056353,81,21872.473299
10.242983,74,21886.828322
12.842413,95,21905.210273
11.805543,89,21921.974065
11.720314,85,21938.37779
12.099034,89,21955.487938
11.828482,87,21971.988906
12.022555,89,21989.233328
11.997762,87,22005.548681
11.904162,84,22021.4188
11.671525,86,22037.332207
12.839124,94,22055.399892
12.115719,88,22071.999894
11.090315,79,22087.347148
12.365954,89,22104.26047
11.612787,81,22119.09388
12.380803,89,22136.356807
11.629264,85,22152.589649
11.30231,80,22167.997525
12.550681,92,22185.999379
11.896483,83,22201.220824
11.345163,83,22217.00436
11.849595,88,22233.943675
12.279256,89,22251.511882
12.514355,89,22268.037179
10.340069,73,22282.974372
11.677978,88,22300.173349
11.518693,90,22317.309624
11.846464,83,22332.708306
11.75873,84,22349.036526
11.973193,82,22364.831634
11.674457,86,22381.318421
11.921235,87,22397.050671
11.782454,86,22413.803148
13.097339,96,22432.344097
11.277861,82,22448.191471
11.698911,86,22464.854625
12.121151,88,22481.739598
11.424477,83,22497.193747
12.892563,92,22515.114199
12.175865,89,22532.322359
11.435227,83,22548.837924
12.365676,90,22566.517956
12.000475,85,22582.811851
12.817761,91,22600.593336
13.032147,92,22618.322196
11.818373,85,22633.968411
11.361607,84,22649.939679
11.732827,85,22666.444644
12.212129,89,22684.248511
12.891053,94,22702.25231
11.367059,85,22718.534061
12.099375,86,22735.497425
11.147697,81,22750.877921
12.452535,87,22767.786261
12.594237,89,22785.525621
12.381248,92,22803.124984
12.718043,91,22820.631073
11.315421,79,22836.017192
12.836703,89,22852.400119
12.862125,95,22870.447878
10.808428,75,22885.532567
11.115552,75,22899.902821
11.58184,85,22916.460445
12.576951,87,22934.282102
12.27384,88,22951.187235
12.45537,88,22968.722091
11.440108,82,22984.670325
11.90554,93,23002.985697
12.529614,92,23020.636647
11.625836,82,23036.606765
11.509083,79,23052.124909
11.465857,84,23068.803419
11.823876,86,23085.184249
12.450448,91,23103.158982
12.19185,85,23120.166046
12.608563,92,23138.229528
12.551068,91,23155.743203
11.045109,74,23169.643305
12.493465,90,23187.052966
11.481532,82,23203.266259
11.692007,86,23219.306484
10.371241,72,23232.575814
11.676351,84,23248.691502
11.66401,84,23265.143818
12.339233,89,23282.631269
12.094676,85,23299.238098
12.332895,89,23315.854971
12.567251,94,23334.396575
11.876949,83,23350.780351
11.972705,86,23368.23958
11.939943,86,23385.169674
11.862942,88,23402.626448
11.663639,90,23420.21881
11.43699,84,23436.001387
12.607655,88,23453.531395
12.997074,96,23472.209991
11.564697,80,23487.282014
12.656831,95,23505.182312
12.507354,94,23522.796739
11.482027,80,23537.822809
10.863485,77,23552.220031
11.385635,81,23568.07504
11.356557,84,23584.105627
12.435933,92,23601.941931
12.053814,88,23619.235162
13.349266,99,23638.302634
11.61488,82,23653.584508
12.592854,88,23670.304993
12.596769,93,23688.551123
12.850142,97,23707.310951
11.463416,84,23723.445368
11.98142,87,23739.946782
11.621258,82,23755.985922
11.654437,83,23772.133693
12.610772,92,23789.818966
11.397172,83,23806.141819
11.222673,81,23821.729618
11.385232,86,23838.008028
11.910863,86,23854.588218
12.752566,95,23872.493412
12.437504,92,23891.100523
12.01233,87,23908.55753
11.665113,83,23924.809633
12.306145,86,23942.325938
12.441222,89,23959.550192
11.206052,80,23974.456657
11.945457,88,23992.621807
12.643269,92,24009.77472
11.774675,84,24026.335462
11.310236,81,24041.988035
11.239503,77,24056.832369
12.260914,90,24073.883369
12.633422,91,24091.210445
12.073292,83,24107.205009
12.786506,92,24125.160199
11.630628,82,24140.688051
11.1499,79,24155.376448
11.842752,84,24170.455991
11.163629,79,24185.247531
13.057274,97,24204.386918
11.100539,84,24220.385398
11.722285,84,24236.405166
11.978047,88,24253.414153
11.431165,88,24269.91606
12.028033,84,24285.648777
11.571675,81,24301.662886
12.497756,91,24319.407944
12.36298,92,24337.882075
11.133781,81,24354.075539
10.964897,77,24368.76736
11.849223,92,24387.150507
13.023745,95,24404.972482
12.475377,86,24421.752567
11.017696,83,24438.253373
11.420401,83,24454.473958
10.882233,75,24469.478119
12.185904,85,24485.776694
10.921016,79,24500.68296
12.255017,91,24518.334168
12.19918,90,24536.356874
12.653068,91,24553.649419
10.520011,79,24568.082745
12.927057,92,24585.08299
11.547966,85,24601.621223
11.560224,87,24617.9102
13.39156,97,24637.124647
11.389206,85,24653.447512
11.735527,82,24668.578027
11.854648,87,24686.114951
11.460421,83,24702.145125
11.426791,83,24718.091104
11.125265,76,24733.220648
12.448858,90,24750.491162
12.63317,94,24769.167362
10.643638,78,24784.439155
12.424618,93,24802.510594
12.247858,93,24820.455064
11.542468,84,24837.050074
12.370058,90,24854.8121
12.027735,89,24871.832393
11.282777,82,24888.076258
11.824951,86,24905.276708
12.64586,92,24923.257642
11.214604,77,24937.912616
11.854149,89,24955.104762
11.159358,84,24971.085363
11.977753,84,24986.489923
12.538569,93,25004.516746
11.703189,87,25021.24969
10.921374,78,25036.991989
11.889289,87,25053.94948
11.736059,85,25069.992937
12.069364,85,25086.174572
12.133021,83,25102.429158
11.37347,84,25118.667478
11.566689,85,25135.730565
12.141346,93,25154.05366
12.212961,93,25172.565398
12.179311,91,25190.103969
11.590164,86,25207.42422
12.442481,90,25224.495671
12.894429,93,25242.889794
12.740896,90,25260.625773
10.789496,77,25275.360426
12.167895,89,25292.593916
11.411539,89,25309.542511
12.629136,89,25326.394897
11.769199,82,25343.048136
11.700964,84,25359.794412
12.713996,92,25378.179862
12.182323,87,25394.769413
12.532111,91,25411.537099
12.641405,94,25429.348546
11.873888,90,25446.94871
11.644878,86,25463.008885
12.680209,90,25480.281936
11.70797,85,25497.311595
10.981842,79,25512.41133
10.693975,76,25526.734424
12.33878,92,25545.2036
12.11503,84,25561.415347
11.418837,73,25575.63978
12.068521,89,25593.126901
11.233123,82,25608.3168
12.172706,87,25625.379767
11.550793,80,25641.194078
12.619737,92,25658.603207
12.582919,88,25675.399491
12.426139,92,25693.558864
13.171441,95,25711.680093
12.357654,88,25728.406153
10.984628,81,25744.20195
11.374169,82,25760.185941
11.226022,76,25775.100759
12.096216,88,25792.553055
12.382634,90,25810.010607
11.659391,84,25826.703055
11.863933,87,25843.736058
11.315813,85,25861.438658
12.597859,94,25879.914993
11.613167,86,25896.199326
12.624657,92,25913.545299
12.122026,86,25930.082395
11.717226,89,25947.088829
11.827978,84,25963.451082
12.211649,91,25981.196507
12.263036,88,25997.77044
12.267277,91,26015.47122
11.597033,85,26032.01225
11.9379,89,26049.408979
11.378792,81,26065.15649
12.094741,84,26081.088976
13.128561,96,26099.585912
11.359563,81,26115.253503
12.229391,88,26132.087124
13.363215,98,26150.635105
11.642099,87,26168.373409
12.795668,95,26186.784518
11.456217,79,26202.450042
11.93067,82,26218.133455
11.156533,79,26234.238321
12.325334,90,26250.809752
12.077319,83,26266.792152
11.642786,84,26283.742475
11.293402,82,26300.520184
12.015046,90,26317.997735
11.961663,90,26335.415337
11.329522,84,26351.227432
10.623753,74,26365.381539
11.863982,91,26383.125311
12.507396,91,26401.122241
12.395457,91,26418.636471
13.131201,95,26436.976996
10.221251,75,26451.973557
11.059729,83,26468.202805
11.676736,89,26485.447381
12.518242,89,26503.218229
12.782995,93,26521.424016
12.084096,90,26539.460549
11.796432,88,26556.222201
12.506757,90,26574.56504
12.837614,96,26593.42814
11.431878,86,26610.454994
12.038782,83,26626.220663
11.590321,84,26642.671609
11.84073,83,26658.733668
11.440393,82,26674.565096
12.525627,94,26692.190091
12.06726,82,26708.1175
12.06895,88,26725.526139
11.513453,83,26741.674922
11.694242,90,26759.270248
12.220709,93,26776.657642
12.576992,93,26795.299087
11.607917,81,26810.995612
11.281968,82,26826.577804
11.035178,82,26842.771142
11.59489,83,26859.564083
12.014474,90,26877.166337
11.564276,80,26892.658913
12.513117,89,26909.286208
12.391777,89,26926.035201
13.518754,94,26943.07956
12.316548,95,26962.060644
11.92192,89,26979.346022
12.581801,90,26996.896118
11.626661,83,27013.156616
13.061479,99,27031.929663
13.297059,94,27049.928376
12.215946,88,27066.774446
12.516189,91,27084.882299
11.804732,82,27100.222583
11.889741,88,27117.208019
11.689792,84,27133.361569
12.23576,87,27151.087625
11.230081,82,27167.420734
12.028218,87,27185.100828
11.74666,87,27202.363368
13.520048,99,27221.984316
11.632242,81,27237.765297
11.962814,84,27254.97498
11.833296,85,27272.525028
11.098365,75,27286.868247
12.339463,89,27304.061722
11.287664,84,27319.845689
11.821254,86,27336.895618
12.112572,87,27353.594076
12.626937,89,27370.713617
11.94756,83,27387.038607
12.282781,91,27405.130551
12.696654,93,27422.375282
11.832181,86,27438.921825
12.104163,87,27456.315594
11.786855,86,27472.21437
11.766745,86,27488.556502
12.365153,97,27507.868104
12.749037,90,27526.215223
12.824428,98,27544.943115
11.28169,79,27561.03202
11.373473,83,27577.073164
11.610456,82,27593.486952
12.155196,89,27610.53951
12.711832,97,27629.943314
11.651883,84,27646.377934
12.033533,91,27663.361705
11.510631,86,27679.844509
11.468463,79,27695.234343
11.51086,85,27711.485523
12.092846,87,27728.650627
11.467446,81,27743.877752
11.510017,83,27759.771204
10.94077,77,27774.286893
12.318138,88,27791.477657
11.98156,85,27808.34695
11.842394,86,27824.808028
11.616881,87,27842.179675
11.633725,83,27858.180628
11.460789,83,27873.926541
11.894118,88,27889.486052
11.931076,84,27905.801891
11.364082,84,27922.496571
11.018619,81,27937.455663
12.14477,89,27954.873043
12.367632,91,27972.445768
12.166701,93,27990.514195
11.524101,85,28006.630667
12.755031,91,28023.840511
12.168865,84,28040.400076
12.338812,85,28057.143777
11.086201,79,28072.329307
11.502997,83,28087.73246
11.647799,83,28103.887415
12.423352,92,28122.050282
12.811671,93,28139.901992
11.990437,86,28156.15199
12.267507,89,28173.400716
11.804768,89,28191.110463
11.199426,81,28206.736821
11.729982,88,28224.05347
12.656455,93,28242.195063
12.016539,89,28259.646582
11.9687,86,28276.189406
12.505624,90,28293.055784
12.609573,92,28310.590303
11.36441,81,28325.428758
11.044443,78,28339.984523
13.661807,99,28358.627608
12.090089,84,28375.559472
11.816778,85,28391.332071
12.137476,90,28408.003663
13.29125,95,28426.064928
11.263065,83,28441.918913
12.543829,89,28458.833435
-2.317265,46,28467.923855
11.877873,83,28483.585064
12.115092,86,28500.600418
11.691446,83,28516.314692
12.636362,94,28533.736805
12.407785,93,28551.498428
11.265318,82,28566.68368
12.60706,92,28583.526662
12.380014,92,28600.689156
12.534523,91,28618.266169
12.874623,93,28635.431764
12.885876,96,28653.812026
12.059664,85,28669.582519
11.529676,85,28685.356299
11.628202,89,28701.587931
11.852127,83,28717.462368
11.842244,86,28733.470473
12.101073,87,28749.117502
12.496555,91,28766.561732
12.578497,92,28784.411591
12.499207,93,28802.192531
12.682246,91,28819.692275
11.855454,89,28836.356559
12.191336,89,28852.992567
12.046309,89,28869.204467
13.722119,99,28888.634511
12.298047,91,28905.050328
12.335981,90,28922.196553
11.611621,83,28938.043978
12.681392,93,28955.474831
11.374618,84,28970.82794
11.602298,84,28986.661692
11.262166,85,29003.297216
12.23239,94,29021.311477
12.201253,90,29038.033009
12.268346,86,29055.426184
12.419084,92,29073.45456
12.864121,92,29091.055056
11.274421,81,29106.220177
11.582241,89,29122.911561
11.596785,82,29137.903195
11.671738,85,29154.301277
13.190376,98,29172.9092
10.862833,82,29188.81535
12.056373,89,29205.901171
12.287379,92,29223.704574
12.776006,94,29242.258723
12.22254,89,29258.575176
12.21855,87,29274.879071
11.408371,87,29290.902541
12.290237,88,29308.040263
12.430539,90,29324.726696
12.308011,92,29341.566074
12.056371,89,29359.133605
10.756024,75,29373.096967
12.703736,92,29390.345665
11.665528,85,29406.734591
12.924131,95,29424.957796
12.694603,94,29443.43191
11.721281,87,29460.096222
11.514558,80,29475.557135
11.441056,84,29491.647302
12.544786,88,29508.417669
12.00825,86,29524.652941
11.511784,83,29540.419782
11.803227,85,29556.793332
12.06251,84,29572.801701
11.175632,82,29588.65994
12.950459,97,29607.145694
11.28597,81,29623.202507
11.496423,84,29639.654504
12.161075,92,29657.003107
12.213989,88,29672.980389
11.303668,79,29688.204617
12.552236,87,29705.09881
11.442233,82,29720.381621
11.562037,81,29736.055561
11.666245,85,29751.719505
11.581124,83,29767.167162
11.590054,86,29782.999194
12.051666,82,29799.005733
12.398001,98,29818.118227
12.423255,90,29834.967438
12.366488,90,29851.526417
11.897674,88,29868.255662
11.736034,85,29884.412304
11.114831,83,29900.888904
12.589411,92,29919.324939
11.456254,80,29935.012494
12.394635,91,29952.945108
11.766343,89,29970.561634
12.163455,88,29987.453488
12.416359,93,30005.418984
11.149403,82,30021.623006
12.242483,89,30039.755867
12.169588,93,30058.416727
12.007275,88,30076.015493
12.874035,96,30096.275843
12.284567,88,30113.532804
12.36626,95,30132.64478
11.591188,83,30148.479983
12.638354,89,30166.167075
11.82415,85,30183.495885
11.881893,90,30201.651259
11.521886,81,30218.0141
12.250529,89,30235.431921
12.202725,89,30253.729478
12.368857,94,30271.507069
11.788139,86,30287.188886
12.435933,94,30304.445821
12.014512,86,30321.025779
11.884079,88,30337.589461
12.401237,93,30354.695118
10.927815,80,30369.627813
11.836077,84,30386.024996
11.859301,89,30402.447407
12.30835,87,30419.008004
11.134205,82,30435.006889
12.191451,91,30452.082204
12.297135,92,30468.808039
11.404246,83,30484.35076
11.991657,89,30501.336268
12.036576,90,30517.852613
12.076401,87,30533.968902
12.613705,94,30551.745546
13.224594,97,30569.904972
12.300052,89,30586.910124
11.66736,84,30603.325109
11.882272,90,30620.448941
11.647381,88,30636.356392
13.181965,100,30655.233505
12.686893,91,30671.95085
12.603149,92,30689.702172
12.11694,87,30705.75354
11.806091,84,30721.093886
12.880159,98,30738.963576
11.83306,87,30754.810222
11.701563,88,30770.852574
12.779216,91,30787.17643
11.660269,79,30802.192387
11.901646,87,30818.037755
11.544924,80,30833.928905
11.905327,87,30849.920437
12.140828,93,30867.26223
12.227512,93,30883.584999
12.198485,88,30899.925991
12.074686,91,30917.296952
10.902647,81,30933.13251
11.982302,89,30949.763654
11.547838,80,30964.112568
11.250876,80,30978.941508
11.822924,85,30995.066575
12.584539,91,31012.519035
12.020136,86,31028.667497
11.531101,83,31044.39439
12.39068,89,31060.493836
10.975084,80,31075.5443
12.27301,89,31091.579518
10.882516,77,31106.215724
10.603126,73,31120.006
12.752621,95,31137.278813
11.585916,80,31151.89286
10.796962,79,31166.688849
12.421388,90,31183.491031
11.870987,85,31199.536864
11.007539,79,31214.235089
10.842793,78,31229.422846
11.544364,83,31244.775572
11.557537,85,31260.079938
11.952123,86,31275.715056
11.675934,85,31291.525461
11.714881,88,31307.265003
11.768244,88,31323.605674
12.30805,92,31340.04723
12.348924,95,31357.303415
12.136299,92,31374.275393
11.4872,78,31389.400956
11.438706,80,31404.158786
12.33142,92,31421.211867
10.916611,79,31436.187455
11.689645,85,31452.095482
10.827371,79,31466.427821
11.795613,86,31482.451607
12.532322,91,31499.243649
12.614586,94,31516.805453
12.379583,90,31533.437507
12.574679,92,31550.346799
11.074928,79,31565.339718
12.327204,88,31582.161992
11.983631,86,31598.106373
12.505571,90,31615.5172
11.93003,85,31631.151572
11.625017,81,31646.027592
12.486025,92,31663.155903
11.765164,87,31679.600026
12.004658,89,31695.848491
12.674123,91,31712.047829
11.757543,85,31728.785947
11.668565,83,31744.062423
11.607468,84,31759.847624
11.964617,83,31775.3148
11.081159,83,31791.179744
11.711039,81,31805.864882
11.069291,81,31821.133032
10.910091,76,31835.278053
11.269426,83,31850.488299
12.32227,93,31868.800417
11.869171,85,31884.463869
12.22282,90,31901.273124
11.495876,86,31917.428004
11.113129,77,31931.62678
12.653459,92,31948.448096
12.254117,92,31965.897758
11.864962,80,31980.301876
12.659767,87,31995.663781
12.1368,91,32012.587518
12.326457,87,32027.935032
11.742475,83,32043.400697
12.27446,91,32060.035043
11.947601,87,32075.63074
12.963646,93,32092.558985
12.302113,85,32108.200364
11.855366,86,32124.616281
12.442426,85,32140.84315
11.666467,84,32155.704822
11.578798,87,32171.717436
11.530366,78,32186.224681
11.333257,83,32201.693555
11.901044,86,32217.417722
12.160705,91,32234.062505
13.265675,98,32252.241313
11.77353,88,32268.648567
11.587265,88,32285.481676
11.095862,75,32298.898722
12.680695,91,32315.488012
12.673784,93,32332.848608
12.516917,91,32349.430476
11.739003,85,32364.977973
11.834754,86,32381.319963
10.656717,76,32394.882248
11.894617,85,32410.279604
12.0072,89,32426.383569
11.226803,81,32441.374852
12.019666,90,32458.359649
11.135977,80,32473.65686
12.245365,87,32490.241143
11.638616,83,32505.705599
12.311588,87,32522.028209
12.335311,94,32539.649111
12.230922,86,32555.993691
10.879781,75,32570.446724
12.661633,92,32587.494443
11.437757,81,32601.680525
11.192785,82,32616.703209
12.223852,88,32633.712707
12.658652,91,32650.700822
11.821645,83,32666.042559
11.999431,90,32683.000222
12.406867,91,32700.222243
12.675021,90,32716.497121
10.958824,81,32732.246514
11.973929,83,32747.021425
10.900441,77,32761.325014
12.212203,91,32777.789095
13.096429,94,32794.300177
12.073507,87,32810.127382
12.257798,88,32826.8657
11.26244,79,32842.316051
11.664788,82,32857.064903
11.868507,86,32873.040792
11.96107,87,32889.536094
12.318046,87,32904.652988
12.357158,90,32921.666869
11.663592,82,32936.606648
12.442994,93,32953.333091
11.789114,82,32967.811916
11.031118,81,32982.324739
12.455002,92,32999.598044
11.836162,86,33015.199703
12.807348,90,33032.050775
12.032281,88,33047.64848
11.804833,89,33063.57954
11.340415,82,33079.082712
11.505971,85,33094.536112
11.68306,81,33108.963534
11.452714,85,33124.130619
12.310137,89,33140.675284
12.756341,95,33157.525501
11.825414,89,33174.886195
12.599706,91,33191.00757
11.652726,85,33207.173422
11.746687,84,33222.43704
12.258466,89,33239.334573
12.062597,86,33254.773933
11.284782,86,33270.341815
12.758492,95,33288.020526
